id,help,group1_id,group1_prob,group2_id,group2_prob,group3_id,group3_prob,group4_id,group4_prob,group5_id,group5_prob,group6_id,group6_prob,group1_cnt,group2_cnt,group3_cnt,group4_cnt,group5_cnt,group6_cnt,count,checkSum
30310820,제한의 던전   유저 경험치 보상_8,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,10000
30310920,제한의 던전   유저 경험치 보상_9,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,9,10000
30311020,제한의 던전   유저 경험치 보상_10,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,10000
30311120,제한의 던전   유저 경험치 보상_11,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,11,10000
30311220,제한의 던전   유저 경험치 보상_12,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,12,10000
30311320,제한의 던전   유저 경험치 보상_13,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13,10000
30311420,제한의 던전   유저 경험치 보상_14,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,14,10000
30311520,제한의 던전   유저 경험치 보상_15,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,15,10000
30410110,필멸의 던전   골드보상_1,30110111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410210,필멸의 던전   골드보상_2,30110211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410310,필멸의 던전   골드보상_3,30110311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410410,필멸의 던전   골드보상_4,30110411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410510,필멸의 던전   골드보상_5,30110511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410610,필멸의 던전   골드보상_6,30110611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410710,필멸의 던전   골드보상_7,30110711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410810,필멸의 던전   골드보상_8,30110811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410910,필멸의 던전   골드보상_9,30110911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30411010,필멸의 던전   골드보상_10,30111011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30411110,필멸의 던전   골드보상_11,30111111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30411210,필멸의 던전   골드보상_12,30111211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30411310,필멸의 던전   골드보상_13,30111311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30411410,필멸의 던전   골드보상_14,30111411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30411510,필멸의 던전   골드보상_15,30111511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410120,필멸의 던전   유저 경험치 보상_1,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30410220,필멸의 던전   유저 경험치 보상_2,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,10000
30410320,필멸의 던전   유저 경험치 보상_3,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,10000
30410420,필멸의 던전   유저 경험치 보상_4,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,10000
30410520,필멸의 던전   유저 경험치 보상_5,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,10000
30410620,필멸의 던전   유저 경험치 보상_6,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,10000
30410720,필멸의 던전   유저 경험치 보상_7,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,10000
30410820,필멸의 던전   유저 경험치 보상_8,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,10000
30410920,필멸의 던전   유저 경험치 보상_9,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,9,10000
30411020,필멸의 던전   유저 경험치 보상_10,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,10000
30411120,필멸의 던전   유저 경험치 보상_11,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,11,10000
30411220,필멸의 던전   유저 경험치 보상_12,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,12,10000
30411320,필멸의 던전   유저 경험치 보상_13,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13,10000
30411420,필멸의 던전   유저 경험치 보상_14,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,14,10000
30411520,필멸의 던전   유저 경험치 보상_15,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,15,10000
30210110,로던 일반 전투 1 - 은화 ,39150060,7000,39150090,3000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210120,로던 일반 전투 2 - 배틀 아이템,30010101,3000,30010102,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4000
30210130,로던 일반 전투 3 - 스킬,30010301,6000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6000
30210210,로던 엘리트 전투 1 - 은화,39150120,7000,39150180,3000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210220,로던 엘리트 전투 2 - 배틀 아이템,30010101,4500,30010102,1500,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6000
30210230,로던 엘리트 전투 3 - 스킬,30010301,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210240,로던 엘리트 전투 4 - 유물,30010401,8000,30010402,2000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30211310,로던 1층 보스 전투 1 - 은화,30010120,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30211320,로던 1층 보스 전투 2 - 스킬,30010301,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30211330,로던 1층 보스 전투 3 - 유물,30010401,2000,30010402,8000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210410,로던 1회성 진행 보상 1 - 골드,30210411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210420,로던 1회성 진행 보상 2 - 경험치 물약,39300010,4000,39300050,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5000
30210510,로던 상인 판매 - 스킬,30010301,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210610,로던 상인 판매 장비,30210611,8000,30210612,2000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210710,로던 1회성 특별 진행 보상 1 - 골드,30210711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210720,로던 1회성 특별 진행 보상 2 - 경험치 물약,39300010,6000,39300050,4000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30210730,로던 1회성 특별 진행 보상 3 - 제작 재료,30210731,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100110,경험치 타워_1,32100111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100210,경험치 타워_2,32100211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100310,경험치 타워_3,32100311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100410,경험치 타워_4,32100411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100510,경험치 타워_5,32100511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100610,경험치 타워_6,32100611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100710,경험치 타워_7,32100711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100810,경험치 타워_8,32100811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32100910,경험치 타워_9,32100911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101010,경험치 타워_10,32101011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101110,경험치 타워_11,32101111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101210,경험치 타워_12,32101211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101310,경험치 타워_13,32101311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101410,경험치 타워_14,32101411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101510,경험치 타워_15,32101511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101610,경험치 타워_16,32101611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101710,경험치 타워_17,32101711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101810,경험치 타워_18,32101811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32101910,경험치 타워_19,32101911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102010,경험치 타워_20,32102011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102110,경험치 타워_21,32102111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102210,경험치 타워_22,32102211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102310,경험치 타워_23,32102311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102410,경험치 타워_24,32102411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102510,경험치 타워_25,32102511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102610,경험치 타워_26,32102611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102710,경험치 타워_27,32102711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102810,경험치 타워_28,32102811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32102910,경험치 타워_29,32102911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32103010,경험치 타워_30,32103011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030110,푸드타워_1,32030111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030210,푸드타워_2,32030211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030310,푸드타워_3,32030311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030410,푸드타워_4,32030411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030510,푸드타워_5,32030511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030610,푸드타워_6,32030611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030710,푸드타워_7,32030711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030810,푸드타워_8,32030811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32030910,푸드타워_9,32030911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031010,푸드타워_10,32031011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031110,푸드타워_11,32031111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031210,푸드타워_12,32031211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031310,푸드타워_13,32031311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031410,푸드타워_14,32031411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031510,푸드타워_15,32031511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031610,푸드타워_16,32031611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031710,푸드타워_17,32031711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031810,푸드타워_18,32031811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32031910,푸드타워_19,32031911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032010,푸드타워_20,32032011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032110,푸드타워_21,32032111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032210,푸드타워_22,32032211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032310,푸드타워_23,32032311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032410,푸드타워_24,32032411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032510,푸드타워_25,32032511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032610,푸드타워_26,32032611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032710,푸드타워_27,32032711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032810,푸드타워_28,32032811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32032910,푸드타워_29,32032911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32033010,푸드타워_30,32033011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040110,돌 타워_1,32040111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040210,돌 타워_2,32040211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040310,돌 타워_3,32040311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040410,돌 타워_4,32040411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040510,돌 타워_5,32040511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040610,돌 타워_6,32040611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040710,돌 타워_7,32040711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040810,돌 타워_8,32040811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32040910,돌 타워_9,32040911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041010,돌 타워_10,32041011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041110,돌 타워_11,32041111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041210,돌 타워_12,32041211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041310,돌 타워_13,32041311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041410,돌 타워_14,32041411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041510,돌 타워_15,32041511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041610,돌 타워_16,32041611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041710,돌 타워_17,32041711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041810,돌 타워_18,32041811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32041910,돌 타워_19,32041911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042010,돌 타워_20,32042011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042110,돌 타워_21,32042111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042210,돌 타워_22,32042211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042310,돌 타워_23,32042311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042410,돌 타워_24,32042411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042510,돌 타워_25,32042511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042610,돌 타워_26,32042611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042710,돌 타워_27,32042711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042810,돌 타워_28,32042811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32042910,돌 타워_29,32042911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32043010,돌 타워_30,32043011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050110,철 타워_1,32050111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050210,철 타워_2,32050211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050310,철 타워_3,32050311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050410,철 타워_4,32050411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050510,철 타워_5,32050511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050610,철 타워_6,32050611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050710,철 타워_7,32050711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050810,철 타워_8,32050811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32050910,철 타워_9,32050911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051010,철 타워_10,32051011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051110,철 타워_11,32051111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051210,철 타워_12,32051211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051310,철 타워_13,32051311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051410,철 타워_14,32051411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051510,철 타워_15,32051511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051610,철 타워_16,32051611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051710,철 타워_17,32051711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051810,철 타워_18,32051811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32051910,철 타워_19,32051911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052010,철 타워_20,32052011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052110,철 타워_21,32052111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052210,철 타워_22,32052211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052310,철 타워_23,32052311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052410,철 타워_24,32052411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052510,철 타워_25,32052511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052610,철 타워_26,32052611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052710,철 타워_27,32052711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052810,철 타워_28,32052811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32052910,철 타워_29,32052911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32053010,철 타워_30,32053011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060110,나무 타워_1,32060111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060210,나무 타워_2,32060211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060310,나무 타워_3,32060311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060410,나무 타워_4,32060411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060510,나무 타워_5,32060511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060610,나무 타워_6,32060611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060710,나무 타워_7,32060711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060810,나무 타워_8,32060811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32060910,나무 타워_9,32060911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061010,나무 타워_10,32061011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061110,나무 타워_11,32061111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061210,나무 타워_12,32061211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061310,나무 타워_13,32061311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061410,나무 타워_14,32061411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061510,나무 타워_15,32061511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061610,나무 타워_16,32061611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061710,나무 타워_17,32061711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061810,나무 타워_18,32061811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32061910,나무 타워_19,32061911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062010,나무 타워_20,32062011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062110,나무 타워_21,32062111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062210,나무 타워_22,32062211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062310,나무 타워_23,32062311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062410,나무 타워_24,32062411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062510,나무 타워_25,32062511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062610,나무 타워_26,32062611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062710,나무 타워_27,32062711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062810,나무 타워_28,32062811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32062910,나무 타워_29,32062911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32063010,나무 타워_30,32063011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
33011110,토벌레이드_성공 grade1_lv1,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33021110,토벌레이드_성공 grade1_lv2,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33031110,토벌레이드_성공 grade1_lv3,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33041110,토벌레이드_성공 grade1_lv4,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33051110,토벌레이드_성공 grade1_lv5,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33061110,토벌레이드_성공 grade1_lv6,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33071110,토벌레이드_성공 grade1_lv7,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33081110,토벌레이드_성공 grade1_lv8,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33091110,토벌레이드_성공 grade1_lv9,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33101110,토벌레이드_성공 grade1_lv10,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33111110,토벌레이드_성공 grade1_lv11,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33121110,토벌레이드_성공 grade1_lv12,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33131110,토벌레이드_성공 grade1_lv13,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33141110,토벌레이드_성공 grade1_lv14,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33151110,토벌레이드_성공 grade1_lv15,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33011210,토벌레이드_성공 grade2_lv1,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33021210,토벌레이드_성공 grade2_lv2,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33031210,토벌레이드_성공 grade2_lv3,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33041210,토벌레이드_성공 grade2_lv4,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33051210,토벌레이드_성공 grade2_lv5,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33061210,토벌레이드_성공 grade2_lv6,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33071210,토벌레이드_성공 grade2_lv7,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
33081210,토벌레이드_성공 grade2_lv8,39200500,3000,39201000,2000,39202000,1000,39300010,2000,0,0,0,0,1,1,1,1,1,1,1,8000
