region,difficulty,floor,step,stageMin,stageMax,M_team,M_reward,M_skill,M_turn,E_team,E_reward,E_skill,E_turn,event_group,trader_id,camp_id,w_box,s_box,g_box,speStep,mob_prob,elite_prob,trader_prob,box_prob,camp_prob,event_prob,bg
15,1,0,10,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,75,10,0,15,0,0,rickety_village
15,1,0,11,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
15,1,0,12,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,20,0,0,rickety_village
15,1,0,13,3,5,50111111,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,30,70,0,0,0,0,rickety_village
15,1,0,14,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,1,0,0,100,0,0,0,rickety_village
15,1,0,15,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,rickety_village
15,1,0,16,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,rickety_village
15,1,0,17,1,1,0,0,6000,0,50111131,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,rickety_village
16,1,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,rickety_village
16,1,0,2,3,5,50111112,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,rickety_village
16,1,0,3,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,85,0,0,0,0,15,rickety_village
16,1,0,4,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,10,0,10,0,0,rickety_village
16,1,0,5,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,75,0,15,0,10,0,rickety_village
16,1,0,6,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
16,1,0,7,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,20,70,0,10,0,0,rickety_village
16,1,0,8,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,0,20,0,rickety_village
16,1,0,9,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,30,0,70,0,0,0,rickety_village
16,1,0,10,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,75,10,0,15,0,0,rickety_village
16,1,0,11,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
16,1,0,12,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,20,0,0,rickety_village
16,1,0,13,3,5,50111111,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,30,70,0,0,0,0,rickety_village
16,1,0,14,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,1,0,0,100,0,0,0,rickety_village
16,1,0,15,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,rickety_village
16,1,0,16,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,rickety_village
16,1,0,17,1,1,0,0,6000,0,50111131,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,rickety_village
17,1,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,rickety_village
17,1,0,2,3,5,50111112,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,rickety_village
17,1,0,3,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,85,0,0,0,0,15,rickety_village
17,1,0,4,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,10,0,10,0,0,rickety_village
17,1,0,5,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,75,0,15,0,10,0,rickety_village
17,1,0,6,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
17,1,0,7,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,20,70,0,10,0,0,rickety_village
17,1,0,8,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,0,20,0,rickety_village
17,1,0,9,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,30,0,70,0,0,0,rickety_village
17,1,0,10,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,75,10,0,15,0,0,rickety_village
17,1,0,11,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
17,1,0,12,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,20,0,0,rickety_village
17,1,0,13,3,5,50111111,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,30,70,0,0,0,0,rickety_village
17,1,0,14,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,1,0,0,100,0,0,0,rickety_village
17,1,0,15,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,rickety_village
17,1,0,16,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,rickety_village
17,1,0,17,1,1,0,0,6000,0,50111131,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,rickety_village
18,1,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,rickety_village
18,1,0,2,3,5,50111112,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,rickety_village
18,1,0,3,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,85,0,0,0,0,15,rickety_village
18,1,0,4,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,10,0,10,0,0,rickety_village
18,1,0,5,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,75,0,15,0,10,0,rickety_village
18,1,0,6,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
18,1,0,7,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,20,70,0,10,0,0,rickety_village
18,1,0,8,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,0,20,0,rickety_village
18,1,0,9,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,30,0,70,0,0,0,rickety_village
18,1,0,10,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,75,10,0,15,0,0,rickety_village
18,1,0,11,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
18,1,0,12,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,20,0,0,rickety_village
18,1,0,13,3,5,50111111,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,30,70,0,0,0,0,rickety_village
18,1,0,14,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,1,0,0,100,0,0,0,rickety_village
18,1,0,15,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,rickety_village
18,1,0,16,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,rickety_village
18,1,0,17,1,1,0,0,6000,0,50111131,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,rickety_village
19,1,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,rickety_village
19,1,0,2,3,5,50111112,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,rickety_village
19,1,0,3,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,85,0,0,0,0,15,rickety_village
19,1,0,4,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,10,0,10,0,0,rickety_village
19,1,0,5,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,75,0,15,0,10,0,rickety_village
19,1,0,6,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
19,1,0,7,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,20,70,0,10,0,0,rickety_village
19,1,0,8,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,0,20,0,rickety_village
19,1,0,9,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,30,0,70,0,0,0,rickety_village
19,1,0,10,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,75,10,0,15,0,0,rickety_village
19,1,0,11,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
19,1,0,12,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,20,0,0,rickety_village
19,1,0,13,3,5,50111111,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,30,70,0,0,0,0,rickety_village
19,1,0,14,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,1,0,0,100,0,0,0,rickety_village
19,1,0,15,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,rickety_village
19,1,0,16,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,rickety_village
19,1,0,17,1,1,0,0,6000,0,50111131,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,rickety_village
20,1,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,rickety_village
20,1,0,2,3,5,50111112,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,rickety_village
20,1,0,3,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,85,0,0,0,0,15,rickety_village
20,1,0,4,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,10,0,10,0,0,rickety_village
20,1,0,5,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,75,0,15,0,10,0,rickety_village
20,1,0,6,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
20,1,0,7,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,20,70,0,10,0,0,rickety_village
20,1,0,8,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,0,20,0,rickety_village
20,1,0,9,3,5,50111111,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,30,0,70,0,0,0,rickety_village
20,1,0,10,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,75,10,0,15,0,0,rickety_village
20,1,0,11,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,rickety_village
20,1,0,12,3,5,50111114,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,20,0,0,rickety_village
20,1,0,13,3,5,50111111,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,0,30,70,0,0,0,0,rickety_village
20,1,0,14,3,5,50111112,31011100,6000,25,50111122,31011200,10000,30,1,1,1,11,12,13,1,0,0,100,0,0,0,rickety_village
20,1,0,15,3,5,50111113,31011100,6000,25,50111121,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,rickety_village
20,1,0,16,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,rickety_village
20,1,0,17,1,1,0,0,6000,0,50111131,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,rickety_village
1,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,forest
1,2,0,2,3,5,50101211,31011100,6000,25,50101221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,forest
1,2,0,3,3,5,50101212,31011100,6000,25,50101221,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,10,0,0,forest
1,2,0,4,3,5,50101211,31011100,6000,25,50101221,31011200,10000,30,1,1,1,11,12,13,0,0,70,20,0,0,10,forest
1,2,0,5,3,5,50101212,31011100,6000,25,50101221,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,10,0,forest
1,2,0,6,3,5,50101211,31011100,6000,25,50101222,31011200,10000,30,1,1,1,11,12,13,0,30,70,0,0,0,0,forest
1,2,0,7,3,5,50101212,31011100,6000,25,50101221,31011200,10000,30,1,1,1,11,12,13,1,0,0,100,0,0,0,forest
1,2,0,8,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,forest
1,2,0,9,1,1,0,0,6000,0,50101231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,forest
2,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,dark_forest
2,2,0,2,3,5,50102211,31011100,6000,25,50102221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,dark_forest
2,2,0,3,3,5,50102212,31011100,6000,25,50102221,31011200,10000,30,1,1,1,11,12,13,0,75,0,0,15,0,10,dark_forest
2,2,0,4,3,5,50102211,31011100,6000,25,50102221,31011200,10000,30,1,1,1,11,12,13,0,60,0,40,0,0,0,dark_forest
2,2,0,5,3,5,50102212,31011100,6000,25,50102221,31011200,10000,30,1,1,1,11,12,13,0,20,0,0,0,80,0,dark_forest
2,2,0,6,3,5,50102211,31011100,6000,25,50102221,31011200,10000,30,1,1,1,11,12,13,0,10,70,0,10,0,10,dark_forest
2,2,0,7,3,5,50102212,31011100,6000,25,50102221,31011200,10000,30,1,1,1,11,12,13,0,10,0,90,0,0,0,dark_forest
2,2,0,8,3,5,50102211,31011100,6000,25,50102222,31011200,10000,30,1,1,1,11,12,13,0,0,70,0,10,10,10,dark_forest
2,2,0,9,3,5,50102212,31011100,6000,25,50102221,31011200,10000,30,1,1,1,11,12,13,0,80,0,20,0,0,0,dark_forest
2,2,0,10,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,dark_forest
2,2,0,11,1,1,0,0,6000,0,50102231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,dark_forest
3,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,graveyard
3,2,0,2,3,5,50103211,31011100,6000,25,50103221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,graveyard
3,2,0,3,3,5,50103212,31011100,6000,25,50103221,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,0,0,20,graveyard
3,2,0,4,3,5,50103213,31011100,6000,25,50103221,31011200,10000,30,1,1,1,11,12,13,0,80,0,20,0,0,0,graveyard
3,2,0,5,3,5,50103211,31011100,6000,25,50103221,31011200,10000,30,1,1,1,11,12,13,0,5,70,0,0,25,0,graveyard
3,2,0,6,3,5,50103212,31011100,6000,25,50103221,31011200,10000,30,1,1,1,11,12,13,0,0,0,0,100,0,0,graveyard
3,2,0,7,3,5,50103213,31011100,6000,25,50103221,31011200,10000,30,1,1,1,11,12,13,0,25,0,20,0,20,35,graveyard
3,2,0,8,3,5,50103211,31011100,6000,25,50103222,31011200,10000,30,1,1,1,11,12,13,0,30,70,0,0,0,0,graveyard
3,2,0,9,3,5,50103212,31011100,6000,25,50103221,31011200,10000,30,1,1,1,11,12,13,0,0,0,90,10,0,0,graveyard
3,2,0,10,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,graveyard
3,2,0,11,1,1,0,0,6000,0,50103231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,graveyard
4,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,goblin_village
4,2,0,2,3,5,50104211,31011100,6000,25,50104221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,goblin_village
4,2,0,3,3,5,50104212,31011100,6000,25,50104221,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,goblin_village
4,2,0,4,3,5,50104213,31011100,6000,25,50104222,31011200,10000,30,1,1,1,11,12,13,0,48,0,42,0,10,0,goblin_village
4,2,0,5,3,5,50104211,31011100,6000,25,50104221,31011200,10000,30,1,1,1,11,12,13,0,65,0,0,0,25,10,goblin_village
4,2,0,6,3,5,50104212,31011100,6000,25,50104222,31011200,10000,30,1,1,1,11,12,13,0,10,80,0,10,0,0,goblin_village
4,2,0,7,3,5,50104213,31011100,6000,25,50104221,31011200,10000,30,1,1,1,11,12,13,0,75,0,0,0,25,0,goblin_village
4,2,0,8,3,5,50104211,31011100,6000,25,50104222,31011200,10000,30,1,1,1,11,12,13,0,35,0,55,0,0,10,goblin_village
4,2,0,9,3,5,50104212,31011100,6000,25,50104221,31011200,10000,30,1,1,1,11,12,13,0,0,80,0,0,20,0,goblin_village
4,2,0,10,3,5,50104213,31011100,6000,25,50104222,31011200,10000,30,1,1,1,11,12,13,0,0,0,100,0,0,0,goblin_village
4,2,0,11,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,goblin_village
4,2,0,12,1,1,0,0,6000,0,50104231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,goblin_village
5,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,marsh
5,2,0,2,3,5,50105211,31011100,6000,25,50105221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,marsh
5,2,0,3,3,5,50105212,31011100,6000,25,50105221,31011200,10000,30,1,1,1,11,12,13,0,70,0,0,20,10,0,marsh
5,2,0,4,3,5,50105213,31011100,6000,25,50105221,31011200,10000,30,1,1,1,11,12,13,0,10,80,0,0,0,10,marsh
5,2,0,5,3,5,50105211,31011100,6000,25,50105221,31011200,10000,30,1,1,1,11,12,13,0,0,0,0,20,80,0,marsh
5,2,0,6,3,5,50105212,31011100,6000,25,50105221,31011200,10000,30,1,1,1,11,12,13,0,35,5,50,0,0,10,marsh
5,2,0,7,3,5,50105213,31011100,6000,25,50105222,31011200,10000,30,1,1,1,11,12,13,0,85,10,0,5,0,0,marsh
5,2,0,8,3,5,50105211,31011100,6000,25,50105222,31011200,10000,30,1,1,1,11,12,13,0,60,0,0,0,40,0,marsh
5,2,0,9,3,5,50105212,31011100,6000,25,50105222,31011200,10000,30,1,1,1,11,12,13,0,10,85,0,5,0,0,marsh
5,2,0,10,3,5,50105213,31011100,6000,25,50105222,31011200,10000,30,1,1,1,11,12,13,0,0,0,90,0,0,10,marsh
5,2,0,11,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,marsh
5,2,0,12,1,1,0,0,6000,0,50105231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,marsh
6,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,dolmen
6,2,0,2,3,5,50106211,31011100,6000,25,50106221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,dolmen
6,2,0,3,3,5,50106212,31011100,6000,25,50106221,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,dolmen
6,2,0,4,3,5,50106213,31011100,6000,25,50106221,31011200,10000,30,1,1,1,11,12,13,0,70,5,10,0,15,0,dolmen
6,2,0,5,3,5,50106211,31011100,6000,25,50106221,31011200,10000,30,1,1,1,11,12,13,0,90,10,0,0,0,0,dolmen
6,2,0,6,3,5,50106212,31011100,6000,25,50106222,31011200,10000,30,1,1,1,11,12,13,0,75,0,0,10,10,5,dolmen
6,2,0,7,3,5,50106213,31011100,6000,25,50106222,31011200,10000,30,1,1,1,11,12,13,0,20,80,0,0,0,0,dolmen
6,2,0,8,3,5,50106211,31011100,6000,25,50106222,31011200,10000,30,1,1,1,11,12,13,0,65,0,10,0,15,10,dolmen
6,2,0,9,3,5,50106212,31011100,6000,25,50106222,31011200,10000,30,1,1,1,11,12,13,0,20,80,0,0,0,0,dolmen
6,2,0,10,3,5,50106213,31011100,6000,25,50106222,31011200,10000,30,1,1,1,11,12,13,0,10,0,80,0,0,10,dolmen
6,2,0,11,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,dolmen
6,2,0,12,1,1,0,0,6000,0,50106231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,dolmen
7,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,valley
7,2,0,2,3,5,50107211,31011100,6000,25,50107221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,valley
7,2,0,3,3,5,50107212,31011100,6000,25,50107221,31011200,10000,30,1,1,1,11,12,13,0,70,10,0,10,0,10,valley
7,2,0,4,3,5,50107213,31011100,6000,25,50107222,31011200,10000,30,1,1,1,11,12,13,0,90,0,10,0,0,0,valley
7,2,0,5,3,5,50107211,31011100,6000,25,50107221,31011200,10000,30,1,1,1,11,12,13,0,70,10,0,10,10,0,valley
7,2,0,6,3,5,50107212,31011100,6000,25,50107222,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,valley
7,2,0,7,3,5,50107213,31011100,6000,25,50107221,31011200,10000,30,1,1,1,11,12,13,0,5,80,0,0,15,0,valley
7,2,0,8,3,5,50107211,31011100,6000,25,50107222,31011200,10000,30,1,1,1,11,12,13,0,80,0,10,10,0,0,valley
7,2,0,9,3,5,50107212,31011100,6000,25,50107221,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,10,0,valley
7,2,0,10,3,5,50107213,31011100,6000,25,50107222,31011200,10000,30,1,1,1,11,12,13,0,10,80,0,0,0,10,valley
7,2,0,11,3,5,50107211,31011100,6000,25,50107222,31011200,10000,30,1,1,1,11,12,13,0,20,0,80,0,0,0,valley
7,2,0,12,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,valley
7,2,0,13,1,1,0,0,6000,0,50107231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,valley
8,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,cave2
8,2,0,2,3,5,50108211,31011100,6000,25,50108221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,cave2
8,2,0,3,3,5,50108212,31011100,6000,25,50108221,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,cave2
8,2,0,4,3,5,50108213,31011100,6000,25,50108221,31011200,10000,30,1,1,1,11,12,13,0,80,10,10,0,0,0,cave2
8,2,0,5,3,5,50108211,31011100,6000,25,50108221,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,10,0,cave2
8,2,0,6,3,5,50108212,31011100,6000,25,50108222,31011200,10000,30,1,1,1,11,12,13,0,10,80,0,0,0,10,cave2
8,2,0,7,3,5,50108213,31011100,6000,25,50108221,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,10,0,cave2
8,2,0,8,3,5,50108211,31011100,6000,25,50108222,31011200,10000,30,1,1,1,11,12,13,0,70,0,0,30,0,0,cave2
8,2,0,9,3,5,50108212,31011100,6000,25,50108222,31011200,10000,30,1,1,1,11,12,13,0,10,80,10,0,0,0,cave2
8,2,0,10,3,5,50108213,31011100,6000,25,50108222,31011200,10000,30,1,1,1,11,12,13,0,75,0,0,0,15,10,cave2
8,2,0,11,3,5,50108211,31011100,6000,25,50108222,31011200,10000,30,1,1,1,11,12,13,0,80,5,0,15,0,0,cave2
8,2,0,12,3,5,50108212,31011100,6000,25,50108222,31011200,10000,30,1,1,1,11,12,13,0,10,0,80,0,0,10,cave2
8,2,0,13,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,cave2
8,2,0,14,1,1,0,0,6000,0,50108231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,cave2
9,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,cave
9,2,0,2,3,5,50109211,31011100,6000,25,50109221,31011200,10000,30,1,1,1,11,12,13,1,100,0,0,0,0,0,cave
9,2,0,3,3,5,50109212,31011100,6000,25,50109221,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,cave
9,2,0,4,3,5,50109213,31011100,6000,25,50109221,31011200,10000,30,1,1,1,11,12,13,0,70,10,10,0,10,0,cave
9,2,0,5,3,5,50109211,31011100,6000,25,50109221,31011200,10000,30,1,1,1,11,12,13,0,90,0,0,0,0,10,cave
9,2,0,6,3,5,50109212,31011100,6000,25,50109222,31011200,10000,30,1,1,1,11,12,13,0,80,0,20,0,0,0,cave
9,2,0,7,3,5,50109213,31011100,6000,25,50109221,31011200,10000,30,1,1,1,11,12,13,0,80,0,0,10,0,10,cave
9,2,0,8,3,5,50109211,31011100,6000,25,50109221,31011200,10000,30,1,1,1,11,12,13,0,10,80,0,0,10,0,cave
9,2,0,9,3,5,50109212,31011100,6000,25,50109221,31011200,10000,30,1,1,1,11,12,13,0,90,0,10,0,0,0,cave
9,2,0,10,3,5,50109213,31011100,6000,25,50109222,31011200,10000,30,1,1,1,11,12,13,0,10,80,0,0,0,10,cave
9,2,0,11,3,5,50109211,31011100,6000,25,50109221,31011200,10000,30,1,1,1,11,12,13,0,100,0,0,0,0,0,cave
9,2,0,12,3,5,50109212,31011100,6000,25,50109222,31011200,10000,30,1,1,1,11,12,13,0,10,0,80,0,10,0,cave
9,2,0,13,3,5,50109213,31011100,6000,25,50109222,31011200,10000,30,1,1,1,11,12,13,0,85,5,0,10,0,0,cave
9,2,0,14,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,0,100,0,cave
9,2,0,15,1,1,0,0,6000,0,50109231,0,10000,30,0,0,0,0,0,0,2,100,0,0,0,0,0,cave
10,2,0,1,3,5,0,31011100,6000,25,0,31011200,10000,30,1,1,1,11,12,13,1,0,0,0,100,0,0,desert
