id,help,step,value,value_type,lab_level,condition_id_1,condition_step_1,condition_id_2,condition_step_2,condition_id_3,condition_step_3,item1,item2,item3,item4,item5,item1_qty,item2_qty,item3_qty,item4_qty,item5_qty,research_sec,image,name,desc
70020012,원정채집선 채집시간 감소 2,2,2,1,8,70020012,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,0,16,0,11,7,70020012,researchName70020012,researchDesc70020011
70020012,원정채집선 채집시간 감소 2,3,2,1,9,70020012,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,0,17,0,12,8,70020012,researchName70020012,researchDesc70020011
70020012,원정채집선 채집시간 감소 2,4,2,1,10,70020012,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,0,18,0,13,9,70020012,researchName70020012,researchDesc70020011
70020012,원정채집선 채집시간 감소 2,5,2,1,11,70020012,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,0,19,0,14,10,70020012,researchName70020012,researchDesc70020011
70020021,원정채집선 이동시간 감소 1,1,2,1,3,70020001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,0,5,10,0,1,70020021,researchName70020021,researchDesc70020021
70020021,원정채집선 이동시간 감소 1,2,2,1,4,70020021,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,0,6,11,0,2,70020021,researchName70020021,researchDesc70020021
70020021,원정채집선 이동시간 감소 1,3,2,1,5,70020021,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,0,7,12,0,3,70020021,researchName70020021,researchDesc70020021
70020021,원정채집선 이동시간 감소 1,4,2,1,6,70020021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,0,8,13,0,4,70020021,researchName70020021,researchDesc70020021
70020021,원정채집선 이동시간 감소 1,5,2,1,7,70020021,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,0,9,14,0,5,70020021,researchName70020021,researchDesc70020021
70020022,원정채집선 이동시간 감소 2,1,2,1,8,70020011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,0,10,15,0,6,70020022,researchName70020022,researchDesc70020021
70020022,원정채집선 이동시간 감소 2,2,2,1,9,70020022,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,0,11,16,0,7,70020022,researchName70020022,researchDesc70020021
70020022,원정채집선 이동시간 감소 2,3,2,1,10,70020022,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,0,12,17,0,8,70020022,researchName70020022,researchDesc70020021
70020022,원정채집선 이동시간 감소 2,4,2,1,11,70020022,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,0,13,18,0,9,70020022,researchName70020022,researchDesc70020021
70020022,원정채집선 이동시간 감소 2,5,2,1,12,70020022,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,0,14,19,0,10,70020022,researchName70020022,researchDesc70020021
70020031,원정채집선 가속 비용 감소 1,1,1,1,4,0,0,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,5,5,10,1,70020031,researchName70020031,researchDesc70020031
70020031,원정채집선 가속 비용 감소 1,2,1,1,5,70020031,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,6,6,11,2,70020031,researchName70020031,researchDesc70020031
70020031,원정채집선 가속 비용 감소 1,3,1,1,6,70020031,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,7,7,12,3,70020031,researchName70020031,researchDesc70020031
70020031,원정채집선 가속 비용 감소 1,4,1,1,7,70020031,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,8,8,13,4,70020031,researchName70020031,researchDesc70020031
70020031,원정채집선 가속 비용 감소 1,5,1,1,8,70020031,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,9,9,14,5,70020031,researchName70020031,researchDesc70020031
70020032,원정채집선 가속 비용 감소 2,1,1,1,9,70020031,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,10,10,15,6,70020032,researchName70020032,researchDesc70020031
70020032,원정채집선 가속 비용 감소 2,2,1,1,10,70020032,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,11,11,16,7,70020032,researchName70020032,researchDesc70020031
70020032,원정채집선 가속 비용 감소 2,3,1,1,11,70020032,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,12,12,17,8,70020032,researchName70020032,researchDesc70020031
70020032,원정채집선 가속 비용 감소 2,4,1,1,12,70020032,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,13,13,18,9,70020032,researchName70020032,researchDesc70020031
70020032,원정채집선 가속 비용 감소 2,5,1,1,13,70020032,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,14,14,19,10,70020032,researchName70020032,researchDesc70020031
70020040,원정채집선 자원지 추가,1,1,2,5,70020002,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,5,5,5,1,70020040,researchName70020040,researchDesc70020040
70020040,원정채집선 자원지 추가,2,1,2,6,70020040,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,6,6,6,2,70020040,researchName70020040,researchDesc70020040
70020040,원정채집선 자원지 추가,3,1,2,7,70020040,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,7,7,7,3,70020040,researchName70020040,researchDesc70020040
70020040,원정채집선 자원지 추가,4,1,2,8,70020040,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,8,8,8,4,70020040,researchName70020040,researchDesc70020040
70030001,무역선 무역품 거래 비용 감소 1,1,1.5,1,3,70030021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,5,5,0,1,70030001,researchName70030001,researchDesc70030001
70030001,무역선 무역품 거래 비용 감소 1,2,1.5,1,4,70030001,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,6,6,0,2,70030001,researchName70030001,researchDesc70030001
70030001,무역선 무역품 거래 비용 감소 1,3,1.5,1,5,70030001,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,7,7,0,3,70030001,researchName70030001,researchDesc70030001
70030001,무역선 무역품 거래 비용 감소 1,4,1.5,1,6,70030001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,8,8,0,4,70030001,researchName70030001,researchDesc70030001
70030001,무역선 무역품 거래 비용 감소 1,5,1.5,1,7,70030001,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,9,9,0,5,70030001,researchName70030001,researchDesc70030001
70030002,무역선 무역품 거래 비용 감소 2,1,1.5,1,8,70030011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,10,10,0,6,70030002,researchName70030002,researchDesc70031001
70030002,무역선 무역품 거래 비용 감소 2,2,1.5,1,9,70030002,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,11,11,0,7,70030002,researchName70030002,researchDesc70031001
70030002,무역선 무역품 거래 비용 감소 2,3,1.5,1,10,70030002,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,12,12,0,8,70030002,researchName70030002,researchDesc70031001
70030002,무역선 무역품 거래 비용 감소 2,4,1.5,1,11,70030002,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,13,13,0,9,70030002,researchName70030002,researchDesc70031001
70030002,무역선 무역품 거래 비용 감소 2,5,1.5,1,12,70030002,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,14,14,0,10,70030002,researchName70030002,researchDesc70031001
70030011,무역선 무역품 갱신 시간 감소 1,1,1.5,1,2,70030021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,0,0,10,1,70030011,researchName70030011,researchDesc70030011
70030011,무역선 무역품 갱신 시간 감소 1,2,1.5,1,3,70030011,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,0,0,11,2,70030011,researchName70030011,researchDesc70030011
70030011,무역선 무역품 갱신 시간 감소 1,3,1.5,1,4,70030011,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,0,0,12,3,70030011,researchName70030011,researchDesc70030011
70030011,무역선 무역품 갱신 시간 감소 1,4,1.5,1,5,70030011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,0,0,13,4,70030011,researchName70030011,researchDesc70030011
70030011,무역선 무역품 갱신 시간 감소 1,5,1.5,1,6,70030011,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,0,0,14,5,70030011,researchName70030011,researchDesc70030011
70030012,무역선 무역품 갱신 시간 감소 2,1,1.5,1,7,70030001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,0,0,15,6,70030012,researchName70030012,researchDesc70031011
70030012,무역선 무역품 갱신 시간 감소 2,2,1.5,1,8,70030012,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,0,0,16,7,70030012,researchName70030012,researchDesc70031011
70030012,무역선 무역품 갱신 시간 감소 2,3,1.5,1,9,70030012,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,0,0,17,8,70030012,researchName70030012,researchDesc70031011
70030012,무역선 무역품 갱신 시간 감소 2,4,1.5,1,10,70030012,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,0,0,18,9,70030012,researchName70030012,researchDesc70031011
70030012,무역선 무역품 갱신 시간 감소 2,5,1.5,1,11,70030012,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,0,0,19,10,70030012,researchName70030012,researchDesc70031011
70030021,무역선 무역품 수량 증가 1,1,1.5,1,1,0,0,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,5,5,5,1,70030021,researchName70030021,researchDesc70030021
70030021,무역선 무역품 수량 증가 1,2,1.5,1,2,70030021,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,6,6,6,2,70030021,researchName70030021,researchDesc70030021
70030021,무역선 무역품 수량 증가 1,3,1.5,1,3,70030021,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,7,7,7,3,70030021,researchName70030021,researchDesc70030021
70030021,무역선 무역품 수량 증가 1,4,1.5,1,4,70030021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,8,8,8,4,70030021,researchName70030021,researchDesc70030021
70030021,무역선 무역품 수량 증가 1,5,1.5,1,5,70030021,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,9,9,9,5,70030021,researchName70030021,researchDesc70030021
70030022,무역선 무역품 수량 증가 2,1,1.5,1,6,70030002,3,70030012,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,10,10,10,6,70030022,researchName70030022,researchDesc70030021
70030022,무역선 무역품 수량 증가 2,2,1.5,1,7,70030022,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,11,11,11,7,70030022,researchName70030022,researchDesc70030021
70030022,무역선 무역품 수량 증가 2,3,1.5,1,8,70030022,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,12,12,12,8,70030022,researchName70030022,researchDesc70030021
70030022,무역선 무역품 수량 증가 2,4,1.5,1,9,70030022,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,13,13,13,9,70030022,researchName70030022,researchDesc70030021
70030022,무역선 무역품 수량 증가 2,5,1.5,1,10,70030022,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,14,14,14,10,70030022,researchName70030022,researchDesc70030021
70030030,무역선 무역 슬롯 증가,1,1,2,4,70030022,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,10,0,0,10,1,70030030,researchName70030030,researchDesc70030030
70030030,무역선 무역 슬롯 증가,2,1,2,5,70030030,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,11,0,0,11,2,70030030,researchName70030030,researchDesc70030030
70030030,무역선 무역 슬롯 증가,3,1,2,6,70030030,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,12,0,0,12,3,70030030,researchName70030030,researchDesc70030030
